Sigla_Distribuidora,Estado,Grupo_Distribuidora,Grupo_Empresarial,Resumo temas,VlrPenalidade,NumAutoInfracao,Flag_Distribuidora,VlrMercado,DscTipoPenalidade,AnoLavratura,VlrMultaAposJuizo
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,155044.77,0183/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,155044.77,0184/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,193805.97,0185/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,174425.36,0186/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,58141.79,0187/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,193805.97,0188/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,174425.36,0189/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,116283.59,0190/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,135664.18,0191/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,194302.91,0192/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,171443.74,0193/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,171443.74,0194/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,171443.74,0195/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,171443.74,0196/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,319779.84,0197/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,319779.84,0198/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,319779.84,0199/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,319779.84,0200/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,188588.11,0201/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,188588.11,0202/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,188588.11,0203/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,188588.11,0204/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,154299.36,0205/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,154299.36,0206/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,152848.3,0207/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,152848.3,0208/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,152848.3,0209/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,152848.3,0210/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,154299.36,0211/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,154299.36,0212/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,154299.36,0213/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,268595.2,0214/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,230877.57,0215/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,322314.23,0216/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,203446.57,0217/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,134869.08,0218/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,288025.48,0219/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,304026.9,0220/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,265166.32,0221/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,205732.49,0222/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,329171.98,0223/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,299455.07,0224/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,308598.73,0225/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,363460.73,0226/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,347459.31,0227/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,345173.4,0228/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,354317.06,0229/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,372604.39,0230/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,356602.98,0231/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,379462.14,0232/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,301740.98,0233/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,349745.23,0234/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,320028.31,0235/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,176015.57,0236/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,416036.81,0237/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,267452.23,0238/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,180587.41,0239/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,406893.14,0240/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,301740.98,0241/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,246878.99,0242/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,217062.67,0243/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,581417.9,0244/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,604674.62,0245/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,643435.8,0246/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,604674.62,0247/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,596922.38,0248/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,217062.67,0249/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,596922.38,0250/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,514231.83,0251/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,537488.55,0252/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,524568.14,0253/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,602090.53,0254/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,426373.13,0255/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,488391.03,0256/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,485806.96,0257/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,308598.73,0258/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,586586.06,0259/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,312673.63,0260/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,594338.3,0261/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,630515.41,0262/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,772639.78,0263/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,395364.17,0264/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,1271367.14,0265/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,348850.74,0266/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,945773.12,0267/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,457382.09,0268/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,452213.92,0269/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,459966.16,0270/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,739046.76,0271/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,459966.16,0272/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,483222.88,0273/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,498727.35,0274/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,459966.16,0275/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,219447.99,0276/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,299455.07,0277/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,459966.16,0278/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,428957.2,0279/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,269738.15,0280/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,284248.75,0281/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,159696.11,0282/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,178301.49,0283/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,276806.59,0284/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,100779.11,0285/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,250655.71,0286/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,188973.73,0287/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,116283.59,0288/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,202281.74,0289/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,226236.16,0290/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,245487.56,0291/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,196958.55,0292/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,167965.18,0293/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,237735.32,0294/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,175665.72,0295/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,134372.14,0296/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,300761.01,0297/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,260992.04,0298/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,191221.88,0299/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,223574.55,0300/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,276496.5,0301/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,228897.77,0302/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,379859.68,0303/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,426373.13,0304/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.12 - Procedimento Perturbações Sistêmicas,33781.87,0305/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.12 - Procedimento Perturbações Sistêmicas,33781.87,0306/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.12 - Procedimento Perturbações Sistêmicas,33781.87,0307/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,Ocorrências/Perturbações,15121993.72,0308/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,281167.72,0309/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,313170.56,0310/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,294883.23,0311/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,237735.31,0312/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,262880.4,0313/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,342887.48,0314/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,306312.82,0315/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,324600.15,0316/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,361174.81,0317/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,322314.23,0318/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,340601.56,0319/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,365746.64,0320/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,365746.64,0321/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,365746.64,0322/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,386319.89,0323/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,370318.48,0324/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,397749.48,0325/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,281167.73,0326/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,354317.06,0327/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,265166.32,0328/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,571081.58,0329/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,509063.68,0330/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,594298.31,0331/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,467718.4,0332/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,232567.16,0333/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,364355.22,0334/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,413452.72,0335/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,242903.47,0336/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,232567.16,0337/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,320425.87,0338/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,307505.47,0339/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,366939.3,0340/2024-SFT,Não Distribuidora,, Multa,2024,0.0
